dex number,pokemon,Information links,Location,picture location ,location_html
202,Sneasel,https://www.serebii.net//pokedex-swsh/sneasel/,"Hisuian FormCoronet Highlands: Celestica Trail, Primeval Grotto or nearbyAlabaster Icelands: Avalugg's Legacy, Glacier Terrace or nearbyJohtonian Form:Obsidian Fieldlands: Space-time Distortion in Obsidian Fieldlands or nearbyCoronet Highlands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/215-h.png,"<td class=""fooinfo""><i>Hisuian Form</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/celesticatrail.shtml"">Celestica Trail</a>, <a href=""/pokearth/hisui/primevalgrotto.shtml"">Primeval Grotto</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/avalugg'slegacy.shtml"">Avalugg's Legacy</a>, <a href=""/pokearth/hisui/glacierterrace.shtml"">Glacier Terrace</a> <i>or nearby</i><br/><i>Johtonian Form</i>:<br/><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b></a>: <a href=""/pokearth/hisui/obsidianfieldlands.shtml"">Space-time Distortion in Obsidian Fieldlands</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b>: Massive Mass Outbreak</a></td>"
203,Sneasler,https://www.serebii.net//pokedex-swsh/sneasler/, Coronet Highlands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/903.png,"<td class=""fooinfo""> <br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b>: Massive Mass Outbreak</a></td>"
204,Weavile,https://www.serebii.net//pokedex-swsh/weavile/,Obsidian Fieldlands: Space-time Distortion in Obsidian Fieldlands or nearby,https://www.serebii.net//legendsarceus/pokemon/small/461.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b></a>: <a href=""/pokearth/hisui/obsidianfieldlands.shtml"">Space-time Distortion in Obsidian Fieldlands</a> <i>or nearby</i></td>"
205,Snorunt,https://www.serebii.net//pokedex-swsh/snorunt/,"Alabaster Icelands: Whiteout Valley, Bonechill Wastes, Avalanche Slopes, Avalugg's Legacy or nearbyAlabaster Icelands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/361.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/whiteoutvalley.shtml"">Whiteout Valley</a>, <a href=""/pokearth/hisui/bonechillwastes.shtml"">Bonechill Wastes</a>, <a href=""/pokearth/hisui/avalancheslopes.shtml"">Avalanche Slopes</a>, <a href=""/pokearth/hisui/avalugg'slegacy.shtml"">Avalugg's Legacy</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
206,Glalie,https://www.serebii.net//pokedex-swsh/glalie/,"Alabaster Icelands: Bonechill Wastes, Avalugg's Legacy, Avalanche Slopes, Snowpoint Temple or nearbyAlabaster Icelands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/362.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/bonechillwastes.shtml"">Bonechill Wastes</a>, <a href=""/pokearth/hisui/avalugg'slegacy.shtml"">Avalugg's Legacy</a>, <a href=""/pokearth/hisui/avalancheslopes.shtml"">Avalanche Slopes</a>, <a href=""/pokearth/hisui/snowpointtemple.shtml"">Snowpoint Temple</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
207,Froslass,https://www.serebii.net//pokedex-swsh/froslass/,"Alabaster Icelands: Bonechill Wastes, Avalugg's Legacy, Avalanche Slopes or nearbyAlabaster Icelands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/478.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/bonechillwastes.shtml"">Bonechill Wastes</a>, <a href=""/pokearth/hisui/avalugg'slegacy.shtml"">Avalugg's Legacy</a>, <a href=""/pokearth/hisui/avalancheslopes.shtml"">Avalanche Slopes</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
208,Cranidos,https://www.serebii.net//pokedex-swsh/cranidos/,Coronet Highlands: Space-time Distortion in Coronet Highlands or nearby,https://www.serebii.net//legendsarceus/pokemon/small/408.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/coronethighlands.shtml"">Space-time Distortion in Coronet Highlands</a> <i>or nearby</i></td>"
209,Rampardos,https://www.serebii.net//pokedex-swsh/rampardos/,Coronet Highlands: Space-time Distortion in Coronet Highlands or nearby,https://www.serebii.net//legendsarceus/pokemon/small/409.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/coronethighlands.shtml"">Space-time Distortion in Coronet Highlands</a> <i>or nearby</i></td>"
210,Shieldon,https://www.serebii.net//pokedex-swsh/shieldon/,Coronet Highlands: Space-time Distortion in Coronet Highlands or nearby,https://www.serebii.net//legendsarceus/pokemon/small/410.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/coronethighlands.shtml"">Space-time Distortion in Coronet Highlands</a> <i>or nearby</i></td>"
211,Bastiodon,https://www.serebii.net//pokedex-swsh/bastiodon/,Coronet Highlands: Space-time Distortion in Coronet Highlands or nearby,https://www.serebii.net//legendsarceus/pokemon/small/411.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/coronethighlands.shtml"">Space-time Distortion in Coronet Highlands</a> <i>or nearby</i></td>"
212,Swinub,https://www.serebii.net//pokedex-swsh/swinub/,"Alabaster Icelands: Bonechill Wastes, Avalugg's Legacy, Avalanche Slopes or nearbyCrimson Mirelands: Massive Mass OutbreakAlabaster Icelands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/220.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/bonechillwastes.shtml"">Bonechill Wastes</a>, <a href=""/pokearth/hisui/avalugg'slegacy.shtml"">Avalugg's Legacy</a>, <a href=""/pokearth/hisui/avalancheslopes.shtml"">Avalanche Slopes</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
213,Piloswine,https://www.serebii.net//pokedex-swsh/piloswine/,"Alabaster Icelands: Bonechill Wastes, Avalugg's Legacy, Avalanche Slopes or nearbyCrimson Mirelands: Massive Mass OutbreakAlabaster Icelands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/221.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/bonechillwastes.shtml"">Bonechill Wastes</a>, <a href=""/pokearth/hisui/avalugg'slegacy.shtml"">Avalugg's Legacy</a>, <a href=""/pokearth/hisui/avalancheslopes.shtml"">Avalanche Slopes</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
214,Mamoswine,https://www.serebii.net//pokedex-swsh/mamoswine/,Alabaster Icelands: Avalugg's Legacy or nearbyAlabaster Icelands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/473.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/avalugg'slegacy.shtml"">Avalugg's Legacy</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
215,Bergmite,https://www.serebii.net//pokedex-swsh/bergmite/,"Alabaster Icelands: Avalugg's Legacy, Arena's Approach or nearbyAlabaster Icelands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/712.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/avalugg'slegacy.shtml"">Avalugg's Legacy</a>, <a href=""/pokearth/hisui/arena'sapproach.shtml"">Arena's Approach</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
216,Avalugg,https://www.serebii.net//pokedex-swsh/avalugg/,Alabaster Icelands: Avalugg's Legacy or nearbyAlabaster Icelands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/713-h.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/avalugg'slegacy.shtml"">Avalugg's Legacy</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
217,Snover,https://www.serebii.net//pokedex-swsh/snover/,"Alabaster Icelands: Avalugg's Legacy, Glacier Terrace or nearbyCoronet Highlands: Massive Mass OutbreakAlabaster Icelands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/459.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/avalugg'slegacy.shtml"">Avalugg's Legacy</a>, <a href=""/pokearth/hisui/glacierterrace.shtml"">Glacier Terrace</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
218,Abomasnow,https://www.serebii.net//pokedex-swsh/abomasnow/,"Alabaster Icelands: Avalugg's Legacy, Glacier Terrace or nearbyCoronet Highlands: Massive Mass OutbreakAlabaster Icelands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/460.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/avalugg'slegacy.shtml"">Avalugg's Legacy</a>, <a href=""/pokearth/hisui/glacierterrace.shtml"">Glacier Terrace</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
219,Zorua,https://www.serebii.net//pokedex-swsh/zorua/,"Alabaster Icelands: Bonechill Wastes, Icepeak Cavern or nearbyObsidian Fieldlands: Massive Mass OutbreakAlabaster Icelands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/570-h.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/bonechillwastes.shtml"">Bonechill Wastes</a>, <a href=""/pokearth/hisui/icepeakcavern.shtml"">Icepeak Cavern</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
220,Zoroark,https://www.serebii.net//pokedex-swsh/zoroark/,"Alabaster Icelands: Bonechill Wastes, Icepeak Cavern or nearbyObsidian Fieldlands: Massive Mass OutbreakAlabaster Icelands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/571-h.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/bonechillwastes.shtml"">Bonechill Wastes</a>, <a href=""/pokearth/hisui/icepeakcavern.shtml"">Icepeak Cavern</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
221,Rufflet,https://www.serebii.net//pokedex-swsh/rufflet/,"Alabaster Icelands: Lake Acuity, Heart's Crag or nearbyAlabaster Icelands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/627.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/lakeacuity.shtml"">Lake Acuity</a>, <a href=""/pokearth/hisui/heart'scrag.shtml"">Heart's Crag</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
222,Braviary,https://www.serebii.net//pokedex-swsh/braviary/,Alabaster Icelands: Lake Acuity or nearbyAlabaster Icelands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/628-h.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/lakeacuity.shtml"">Lake Acuity</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
223,Riolu,https://www.serebii.net//pokedex-swsh/riolu/,"Alabaster Icelands: Icebound Falls, Snowfall Hot Spring or nearbyCobalt Coastlands: Massive Mass OutbreakAlabaster Icelands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/447.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/iceboundfalls.shtml"">Icebound Falls</a>, <a href=""/pokearth/hisui/snowfallhotspring.shtml"">Snowfall Hot Spring</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
224,Lucario,https://www.serebii.net//pokedex-swsh/lucario/,"Alabaster Icelands: Icebound Falls, Snowfall Hot Spring or nearbyCobalt Coastlands: Massive Mass OutbreakAlabaster Icelands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/448.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/iceboundfalls.shtml"">Icebound Falls</a>, <a href=""/pokearth/hisui/snowfallhotspring.shtml"">Snowfall Hot Spring</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
225,Uxie,https://www.serebii.net//pokedex-swsh/uxie/,Alabaster Icelands: Lake Acuity,https://www.serebii.net//legendsarceus/pokemon/small/480.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/lakeacuity.shtml"">Lake Acuity</a></td>"
226,Mesprit,https://www.serebii.net//pokedex-swsh/mesprit/,Obsidian Fieldlands: Lake Verity,https://www.serebii.net//legendsarceus/pokemon/small/481.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b></a>: <a href=""/pokearth/hisui/lakeverity.shtml"">Lake Verity</a></td>"
227,Azelf,https://www.serebii.net//pokedex-swsh/azelf/,Crimson Mirelands: Lake Valor,https://www.serebii.net//legendsarceus/pokemon/small/482.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/lakevalor.shtml"">Lake Valor</a></td>"
228,Heatran,https://www.serebii.net//pokedex-swsh/heatran/,Cobalt Coastlands: Lava Dome Sanctum,https://www.serebii.net//legendsarceus/pokemon/small/485.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/lavadomesanctum.shtml"">Lava Dome Sanctum</a></td>"
229,Regigigas,https://www.serebii.net//pokedex-swsh/regigigas/,Alabaster Icelands: Snowpoint Temple,https://www.serebii.net//legendsarceus/pokemon/small/486.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/snowpointtemple.shtml"">Snowpoint Temple</a></td>"
230,Cresselia,https://www.serebii.net//pokedex-swsh/cresselia/,Coronet Highlands: Moonview Arena ,https://www.serebii.net//legendsarceus/pokemon/small/488.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/moonviewarena.shtml"">Moonview Arena </a></td>"
231,Tornadus,https://www.serebii.net//pokedex-swsh/tornadus/,Alabaster Icelands: Bonechill Wastes,https://www.serebii.net//legendsarceus/pokemon/small/641.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/bonechillwastes.shtml"">Bonechill Wastes</a></td>"
232,Thundurus,https://www.serebii.net//pokedex-swsh/thundurus/,Cobalt Coastlands: ,https://www.serebii.net//legendsarceus/pokemon/small/642.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: </td>"
233,Landorus,https://www.serebii.net//pokedex-swsh/landorus/,Obsidian Fieldlands: Ramanas Island,https://www.serebii.net//legendsarceus/pokemon/small/645.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b></a>: <a href=""/pokearth/hisui/ramanasisland.shtml"">Ramanas Island</a></td>"
234,Enamorus,https://www.serebii.net//pokedex-swsh/enamorus/,Crimson Mirelands: Scarlet Bog,https://www.serebii.net//legendsarceus/pokemon/small/905.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/scarletbog.shtml"">Scarlet Bog</a></td>"
235,Dialga,https://www.serebii.net//pokedex-swsh/dialga/,Coronet Highlands: Temple of Sinnoh,https://www.serebii.net//legendsarceus/pokemon/small/483.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/templeofsinnoh.shtml"">Temple of Sinnoh</a></td>"
236,Palkia,https://www.serebii.net//pokedex-swsh/palkia/,Coronet Highlands: Temple of Sinnoh,https://www.serebii.net//legendsarceus/pokemon/small/484.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/templeofsinnoh.shtml"">Temple of Sinnoh</a></td>"
237,Giratina,https://www.serebii.net//pokedex-swsh/giratina/,Cobalt Coastlands: Turnback Cave,https://www.serebii.net//legendsarceus/pokemon/small/487.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/turnbackcave.shtml"">Turnback Cave</a></td>"
238,Arceus,https://www.serebii.net//pokedex-swsh/arceus/,Coronet Highlands: Temple of Sinnoh,https://www.serebii.net//legendsarceus/pokemon/small/493.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/templeofsinnoh.shtml"">Temple of Sinnoh</a></td>"
239,Phione,https://www.serebii.net//pokedex-swsh/phione/,Cobalt Coastlands: Seaside Hollow,https://www.serebii.net//legendsarceus/pokemon/small/489.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/seasidehollow.shtml"">Seaside Hollow</a></td>"
240,Manaphy,https://www.serebii.net//pokedex-swsh/manaphy/,Cobalt Coastlands: Seaside Hollow,https://www.serebii.net//legendsarceus/pokemon/small/490.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/seasidehollow.shtml"">Seaside Hollow</a></td>"
241,Shaymin,https://www.serebii.net//pokedex-swsh/shaymin/,Obsidian Fieldlands: Floaro Gardens,https://www.serebii.net//legendsarceus/pokemon/small/492.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b></a>: <a href=""/pokearth/hisui/floarogardens.shtml"">Floaro Gardens</a></td>"
